tp_code,centre_code,centre_name,organisation_code,organisation_description,service_model,centre_contact_no,centre_email_address,centre_address,postal_code,centre_website,infant_vacancy_current_month,infant_vacancy_next_month,infant_vacancy_third_month,infant_vacancy_fourth_month,infant_vacancy_fifth_month,infant_vacancy_sixth_month,infant_vacancy_seventh_month,pg_vacancy_current_month,pg_vacancy_next_month,pg_vacancy_third_month,pg_vacancy_fourth_month,pg_vacancy_fifth_month,pg_vacancy_sixth_month,pg_vacancy_seventh_month,n1_vacancy_current_month,n1_vacancy_next_month,n1_vacancy_third_month,n1_vacancy_fourth_month,n1_vacancy_fifth_month,n1_vacancy_sixth_month,n1_vacancy_seventh_month,n2_vacancy_current_month,n2_vacancy_next_month,n2_vacancy_third_month,n2_vacancy_fourth_month,n2_vacancy_fifth_month,n2_vacancy_sixth_month,n2_vacancy_seventh_month,k1_vacancy_current_month,k1_vacancy_next_month,k1_vacancy_third_month,k1_vacancy_fourth_month,k1_vacancy_fifth_month,k1_vacancy_sixth_month,k1_vacancy_seventh_month,k2_vacancy_current_month,k2_vacancy_next_month,k2_vacancy_third_month,k2_vacancy_fourth_month,k2_vacancy_fifth_month,k2_vacancy_sixth_month,k2_vacancy_seventh_month,food_offered,second_languages_offered,spark_certified,weekday_full_day,saturday,scheme_type,extended_operating_hours,provision_of_transport,government_subsidy,gst_regisration,last_updated,remarks,contactno_lifesg,emailaddress_lifesg,website_lifesg
na,PT9820,KINDERLAND PRESCHOOL,PT,Private Operators,CC,63231138,doristey@kinderland.com.sg,"7,MAXWELL ROAD,#06-02,ANNEXE B MND COMPLEX,069111",069111,na,Limited,Limited,Limited,Limited,Limited,Limited,Full,Available,Available,Available,Limited,Limited,Limited,Full,Limited,Limited,Limited,Limited,Limited,Limited,Full,Available,Available,Available,Available,Available,Available,Full,Available,Available,Available,Available,Available,Available,Full,Available,Available,Available,Available,Available,Available,Full,Halal Food With No Beef (with Certification from MUIS),Chinese,Yes,07:00-19:00,na,Partner Operator Scheme,No,No,Yes,Yes,2026-01-28,na,63231138,doristey@kinderland.com.sg,na
na,PT8748,SUNFLOWER PRESCHOOL @ UBI PTE. LTD.,PT,Private Operators,CC,68440706,jay@sunflowerkid.com,"306,UBI AVENUE 1,#02-187,400306",400306,www.sunflowerkid.com,Available,Available,Available,Available,Available,Available,Available,Limited,Limited,Limited,Limited,Limited,Limited,Available,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Available,Available,Available,Available,Available,Available,Available,Full,Full,Available,Available,Available,Available,Available,Full,Full,Full,Full,Full,Full,Available,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese,No,07:00-19:00,na,Partner Operator Scheme,No,No,Yes,No,2026-01-28,na,68440706,jay@sunflowerkid.com,www.sunflowerkid.com
na,PT9105,Sunflower Preschool @ Rivervale,PT,Private Operators,CC,64890343,rv-cm@sunflowerkid.com,"145,RIVERVALE DRIVE,#01-529,540145",540145,na,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Full,Full,Full,Full,Full,Full,Available,Halal Food With No Beef (with Certification from MUIS),Chinese,No,07:00-19:00,na,Partner Operator Scheme,No,No,Yes,Yes,2026-01-28,na,64890343,rv-cm@sunflowerkid.com,na
na,PT8572,LITTLE FOOTPRINTS PRESCHOOL PTE. LTD.,PT,Private Operators,CC,68171393,lfp_potongpasir@babilou-family.sg,"13,SIANG KUANG AVENUE,SENNETT ESTATE,347931",347931,https://littlefootprints.edu.sg/,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Limited,Limited,Limited,Limited,Limited,Limited,Available,Limited,Limited,Limited,Limited,Limited,Limited,Available,Limited,Limited,Limited,Limited,Limited,Limited,Available,Limited,Limited,Limited,Limited,Limited,Limited,Available,Limited,Limited,Limited,Limited,Limited,Limited,Available,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese,No,07:00-19:00,na,Partner Operator Scheme,No,No,Yes,Yes,2026-01-28,na,68171393,lfp_potongpasir@babilou-family.sg,https://littlefootprints.edu.sg/
na,PT8539,LITTLE FOOTPRINTS PRESCHOOL PTE. LTD.,PT,Private Operators,CC,68171393,lfp_jurongwest721@babilou-family.sg,"721,JURONG WEST AVENUE 5,#01-110,640721",640721,www.littlefootprints.edu.sg,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese,Yes,07:00-19:00,na,Partner Operator Scheme,No,No,Yes,Yes,2026-01-28,na,68171393,lfp_jurongwest721@babilou-family.sg,www.littlefootprints.edu.sg
na,PT9090,Little Footprints Preschool Pte Ltd,PT,Private Operators,CC,68171393,lfp_bedokreservoir@babilou-family.sg,"743,BEDOK RESERVOIR ROAD,#02-3083,470743",470743,www.littlefootprints.edu.sg,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese,Yes,07:00-19:00,na,Partner Operator Scheme,No,No,Yes,Yes,2026-01-28,na,68171393,lfp_bedokreservoir@babilou-family.sg,www.littlefootprints.edu.sg
na,PT9017,Little Footprints Preschool Pte Ltd,PT,Private Operators,CC,68171393,lfp_cck@babilou-family.sg,"533,CHOA CHU KANG STREET 51,#02-01,680533",680533,www.littlefootprints.edu.sg,Limited,Limited,Limited,Available,Available,Available,Available,Limited,Limited,Limited,Available,Available,Available,Available,Limited,Limited,Limited,Available,Available,Available,Available,Limited,Limited,Limited,Available,Available,Available,Available,Limited,Limited,Limited,Available,Available,Available,Available,Limited,Limited,Limited,Available,Available,Available,Available,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese,Yes,07:00-19:00,na,Partner Operator Scheme,No,No,Yes,Yes,2026-01-28,na,68171393,lfp_cck@babilou-family.sg,www.littlefootprints.edu.sg
na,RC1470,KIDZ MEADOW CHILDCARE & DEVELOPMENT CENTRE (YEW TEE),RC,Not-for-Profit Organisation,CC,67638770,sales_yewtee.chc@kidzmeadow.com,"612,Choa Chu Kang St 62,#01-195,680612",680612,na,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese|Malay,Yes,07:00-19:00,na,Partner Operator Scheme,No,No,Yes,Yes,2026-01-28,na,67638770,sales_yewtee.chc@kidzmeadow.com,na
na,PT9903,ARTEMIS PRESKOOL @ WISTERIA MALL,PT,Private Operators,CC,88363757,wisteria.artemisyishun@gmail.com,"598,YISHUN RING ROAD,#02-01,WISTERIA MALL,768698",768698,https://artemispreskool.com/contact/,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese,Yes,07:00-19:00,na,Partner Operator Scheme,No,No,Yes,Yes,2026-01-28,na,88363757,wisteria.artemisyishun@gmail.com,https://artemispreskool.com/contact/
na,PT9904,ARTEMIS PRESKOOL @ WEST COAST,PT,Private Operators,CC,89075098,enquiries.artemispreskool@gmail.com,"801,WEST COAST CRESCENT,#01-08,WEST COAST PARKVIEW,120801",120801,https://artemispreskool.com/contact/,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese,No,07:00-19:00,na,Partner Operator Scheme,No,No,Yes,Yes,2026-01-28,na,89075098,enquiries.artemispreskool@gmail.com,https://artemispreskool.com/contact/
na,PT9908,Artemis Preskool @ Bukit Panjang,PT,Private Operators,CC,80865789,artemis.bpj@gmail.com,"256,BANGKIT ROAD,#02-73,BUKIT PANJANG NEIGHBOURHOOD CENTRE,670256",670256,https://artemispreskool.com/contact/,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese,No,07:00-19:00,na,Partner Operator Scheme,No,No,Yes,Yes,2026-01-28,na,80865789,artemis.bpj@gmail.com,https://artemispreskool.com/contact/
na,PT6510,ELFA PRESCHOOL,PT,Private Operators,CC,68589620,elfats@elfa.edu.sg,"202,HOUGANG STREET 21,#3-00,HDB,530202",530202,https://elfapreschools.com/,Full,Full,Full,Full,Full,Full,Full,Limited,Full,Full,Full,Full,Full,Full,Limited,Limited,Full,Full,Full,Full,Full,Available,Available,Available,Limited,Limited,Full,Full,Available,Available,Available,Limited,Limited,Full,Full,Available,Available,Available,Limited,Limited,Full,Full,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese,Yes,07:00-19:00,na,Partner Operator Scheme,No,No,Yes,Yes,2026-01-28,na,68589620,elfats@elfa.edu.sg,https://elfapreschools.com/
na,PT9095,Small Wonder Preschool Jurong West,PT,Private Operators,CC,86682519,paulineyong@smallwonderpreschool.com,"667C,JURONG WEST STREET 65,#01-139,643667",643667,https://smallwonderpreschool.com/,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Available,Available,Available,Available,Available,Available,Full,Available,Available,Available,Available,Available,Available,Full,Available,Available,Available,Available,Available,Available,Full,Available,Available,Available,Available,Available,Available,Full,Available,Available,Available,Available,Available,Available,Full,No Pork No Lard with No Beef (from Non-Halal Sources),Chinese,Yes,07:00-19:00,na,Partner Operator Scheme,No,No,Yes,No,2026-01-28,na,86682519,paulineyong@smallwonderpreschool.com,https://smallwonderpreschool.com/
na,PT9067,SMALL WONDER PRESCHOOL YISHUN (ADORA GREEN),PT,Private Operators,CC,86682521,Yishun@smallwonderpreschool.com,"348A,YISHUN AVENUE 11,#01-557,761348",761348,na,Full,Full,Limited,Limited,Limited,Limited,Full,Limited,Limited,Full,Full,Full,Full,Full,Limited,Limited,Limited,Limited,Limited,Limited,Full,Full,Full,Limited,Limited,Limited,Limited,Full,Limited,Limited,Full,Full,Full,Full,Full,Limited,Limited,Full,Full,Full,Full,Full,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese,Yes,07:00-19:00,na,Partner Operator Scheme,No,No,Yes,Yes,2026-01-28,na,86682521,Yishun@smallwonderpreschool.com,na
na,PT9066,Small Wonder Preschool Punggol,PT,Private Operators,CC,86682520,CorrineSeah@smallwonderpreschool.com,"211A,PUNGGOL WALK,#01-623,821211",821211,https://smallwonderpreschool.com/,Limited,Limited,Limited,Full,Limited,Limited,Available,Limited,Limited,Limited,Full,Full,Full,Available,Full,Limited,Limited,Limited,Limited,Limited,Available,Full,Limited,Limited,Limited,Limited,Limited,Available,Full,Limited,Limited,Limited,Limited,Limited,Available,Full,Limited,Limited,Limited,Limited,Limited,Available,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese,Yes,07:00-19:00,na,Partner Operator Scheme,No,No,Yes,Yes,2026-01-28,na,86682520,CorrineSeah@smallwonderpreschool.com,https://smallwonderpreschool.com/
na,PT8568,Small Wonder Preschool Taman Jurong,PT,Private Operators,CC,97573065,JuatFungGoh@smallwonderpreschool.com,"399,YUNG SHENG ROAD,#01-48,610399",610399,www.justkids.com.sg,Available,Available,Available,Limited,Limited,Limited,Limited,Available,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Available,Available,Available,Available,Available,Available,Limited,Available,Limited,Limited,Limited,Limited,Limited,Available,Available,Available,Available,Available,Available,Available,Limited,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese,Yes,07:00-19:00,na,Partner Operator Scheme,No,No,Yes,Yes,2026-01-28,na,97573065,JuatFungGoh@smallwonderpreschool.com,www.justkids.com.sg
na,PT8350,Small Wonder Preschool Marine Parade,PT,Private Operators,CC,97317503,suzanamahromi@smallwonderpreschool.com,"50,MARINE TERRACE,#02-265,MARINE PARADE DISTRICT HALL,440050",440050,www.smallwonderpreschool.com,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Full,Full,Full,Full,Full,Available,Available,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese,Yes,07:00-19:00,na,Partner Operator Scheme,No,No,Yes,Yes,2026-01-28,na,97317503,suzanamahromi@smallwonderpreschool.com,www.smallwonderpreschool.com
na,PT9490,Small Wonder Preschool Tampines North,PT,Private Operators,CC,67810270,caiyilam@smallwonderpreschool.com,"609A,TAMPINES NORTH DRIVE 1,#1-362,521609",521609,na,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese,Yes,07:00-19:00,na,Partner Operator Scheme,No,No,Yes,Yes,2026-01-28,na,67810270,caiyilam@smallwonderpreschool.com,na
na,PT8848,LITTLE TREASURES CHILDCARE(WOODLANDS) PTE. LIMITED,PT,Private Operators,CC,63691545,NATMAHA@GMAIL.COM,"848,WOODLANDS STREET 82,#01-175,730848",730848,www.littletreasures.com.sg,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese,No,07:00-19:00,07:00-14:00,Partner Operator Scheme,No,Yes,Yes,No,2026-01-28,na,63691545,NATMAHA@GMAIL.COM,www.littletreasures.com.sg
na,PT9340,LITTLE FOOTPRINTS PRESCHOOL ASIA PTE. LTD.,PT,Private Operators,CC,68171395,lfp_805keathong@babilou-family.sg,"805C,KEAT HONG CLOSE,#01-64,KEAT HONG PRIDE,683805",683805,https://littlefootprints.edu.sg/,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese,Yes,07:00-19:00,na,Partner Operator Scheme,No,No,Yes,Yes,2026-01-28,na,68171395,lfp_805keathong@babilou-family.sg,https://littlefootprints.edu.sg/
na,PT5530,EQ EDUCARE PTE LTD,PT,Private Operators,CC,67697228,kescckps@kinderland.com.sg,"309,CHOA CHU KANG AVE 4,#02-01,680309",680309,https://kinderland.com.sg/,Full,Full,Full,Full,Full,Full,Limited,Limited,Full,Full,Full,Full,Full,Limited,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Limited,Full,Full,Full,Full,Full,Full,Full,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese,Yes,07:00-19:00,na,Partner Operator Scheme,No,No,Yes,Yes,2026-01-28,na,67697228,kescckps@kinderland.com.sg,https://kinderland.com.sg/
na,ST0409,PCF Sparkletots Preschool @ Sembawang Central Blk 378 (CC),ST,PCF Sparkletots Preschool Limited,CC,69244881,GB.CC.378@pcf.org.sg,"378,CANBERRA DRIVE,#01-01,CANBERRA VISTA,760378",760378,www.pcf.org.sg/sparkletots/,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Available,Available,Available,Available,Available,Available,Limited,Available,Available,Available,Available,Available,Available,Available,Limited,Limited,Limited,Limited,Limited,Limited,Available,Available,Available,Available,Available,Available,Available,Available,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese|Malay|Tamil,No,07:00-19:00,na,Anchor Operator Scheme,No,No,Yes,Yes,2026-01-28,na,69244881,GB.CC.378@pcf.org.sg,www.pcf.org.sg/sparkletots/
na,PT8672,STAR LEARNERS @ BUKIT BATOK PTE. LTD.,PT,Private Operators,CC,62500173,INFO@STARLEARNERS.COM.SG,"501,BUKIT BATOK STREET 52,#01-71,650501",650501,https://starlearners.com.sg/our-centres/bukit-batok/,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Full,Full,Full,Full,Limited,Limited,Limited,Full,Full,Full,Full,Limited,Limited,Limited,Full,Full,Full,Full,Limited,Limited,Limited,Full,Full,Full,Full,Limited,Limited,Limited,Full,Full,Full,Full,Limited,Limited,Limited,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese,Yes,07:00-19:00,07:00-14:00,Partner Operator Scheme,No,No,Yes,No,2026-01-28,na,62500173,INFO@STARLEARNERS.COM.SG,https://starlearners.com.sg/our-centres/bukit-batok/
na,RC1857,Marymount Preschool,RC,Not-for-Profit Organisation,CC,62515049,teo.yenli@goodshepherdmarymount.edu.sg,"9,LORONG 8 TOA PAYOH,GOOD SHEPHERD PLACE,319253",319253,https://mp.goodshepherdmarymount.edu.sg/,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,No Pork No Lard with No Beef (from Non-Halal Sources),Chinese,No,07:00-19:00,na,na,No,Yes,Yes,Yes,2026-01-28,na,62515049,teo.yenli@goodshepherdmarymount.edu.sg,https://mp.goodshepherdmarymount.edu.sg/
